,edit_history_tweet_ids,id,text
14,['1664817607273492481'],1664817607273492481,"rt glennvonmikael: still trending!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
15,['1664808778749952001'],1664808778749952001,"rt serweiss_: hahahah. o! alam nyo diskarte. 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph 

…"
16,['1664808674949500928'],1664808674949500928,"rt winksangie: daming blessings ni darren 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph …"
17,['1664808646407229440'],1664808646407229440,"rt lilybeth140: ang dami ng colors ng endorsement ni d! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph https:…"
18,['1664808628124291074'],1664808628124291074,"rt darrentrendsofc: we just can't get over with darren's amazing moves in this coke zero ad!

darrens bestcokeever
darren espanto2001
c…"
19,['1664808369616736257'],1664808369616736257,"rt dvteamofficial: darren | hmm, is this what you've been waiting for? 🤔

watch darren's advertisement for coke! ❤️ cokezero tikmanna…"
20,['1664798231153332224'],1664798231153332224,rt jelaravillamor: espanto2001 sana next ganap mo na pwede kulang puntahan sa bukidnon nanaman kasi para naman ma experience kung mag dar…
21,['1664797269281984513'],1664797269281984513,"rt glennvonmikael: eto tag kay d.

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
22,['1664794566858293249'],1664794566858293249,"rt aarlene81: ang cute at kilig ng new tvc ni darren

check the video on cocacolaph ig acc

darren espanto2001
cokezero takeataste 
c…"
23,['1664788668073091074'],1664788668073091074,"rt dvteamofficial: darren | hmm, is this what you've been waiting for? 🤔

watch darren's advertisement for coke! ❤️ cokezero tikmanna…"
24,['1664785089463500812'],1664785089463500812,"⚾️baseball, ⭐️converse and 🧋cokezero lifeisgood gamecocks ncaabaseball "
25,['1664770158865313794'],1664770158865313794,"rt darrenatics_uae: d best endorser ever! ;) 
espanto2001 

darrens bestcokeever
darren 
cokezero tikmanna
cocacolaph …"
26,['1664765072747503616'],1664765072747503616,why is cokezero a private account??? wtf
27,['1664761567379095554'],1664761567379095554,"rt jelaravillamor: kaka darren kuto hahahaha

di halatang ang saya ko no? hahahaha

darrens bestcokeever
darren espanto2001
cokezero t…"
28,['1664755547361406977'],1664755547361406977,iowahawkblog omg; if only they made one with cokezero shaker and glass.
29,['1664752600401563650'],1664752600401563650,"rt darrenatics_uae: d best endorser ever! ;) 
espanto2001 

darrens bestcokeever
darren 
cokezero tikmanna
cocacolaph …"
