,edit_history_tweet_ids,id,text
61,['1665533175643140096'],1665533175643140096,mastermind by taylorswift13 💔🖤 dietcoke belowdeck you look absolutely beautiful. rhoslc rhop rhoa rhobh rhoslc rhonj taylorswift    shestheone rhomelbourne bible crowncroronation crownroyal coronation   uk kelan men menshealth biden elonmusk shakira…  
62,['1665530457495068673'],1665530457495068673,how a random programmer fixed gta 5  via dietcoke sicklecellsite aptera_motors
63,['1665530040216432641'],1665530040216432641,"

sucralose dietcoke freesenegal tiananmensquaremassacre datemyfamily บางกอกไพรด์2023 acrossthespiderverse coromondalexpress facupfinal hslotamsterdam harrystyles pridemonth"
64,['1665519012854263809'],1665519012854263809,mentosus dietcoke and mentosus for towergangpod that is a match made in heaven for these fuckers.
65,['1665517696971161600'],1665517696971161600,secret benefits for adding coca cola in chicken water  via dietcoke chatgptnfts sicklecellsite
66,['1665506020603441153'],1665506020603441153,extreme weather stress test. toyota prius prime tss2.0 comma three openp...  via gtaonlinenews dietcoke sicklecellsite
67,['1665501337683984385'],1665501337683984385,"april open source silicon news update - tiny tapeout, events, xrays, shu...  via dietcoke"
68,['1665494787116482561'],1665494787116482561,extreme weather stress test. toyota prius prime tss2.0 comma three openp...  via dietcoke sicklecellsite
69,['1665494230511255553'],1665494230511255553,wanted by onerepublic dietcoke belowdeck you look absolutely beautiful. rhoslc rhop rhoa rhobh rhoslc rhonj taylorswift    shestheone rhomelbourne bible crowncroronation crownroyal coronation   uk kelan men menshealth biden elonmusk shakira shakira…  
70,['1665449879714365445'],1665449879714365445,stop and stare by onerepublic marthastewart her wonderful cooking i look like martha bec she feed me. insideedition  dietcoke belowdeck you look absolutely beautiful. rhoslc rhop rhoa rhobh rhoslc rhonj taylorswift    shestheone rhomelbourne bible crowncroronation…  
71,['1665442377199403009'],1665442377199403009,written by mordicollins ready to lose weight? this comprehensive guide to dieting for  dietandhealth diet dietcoke dietandcancer
72,['1665420152362475521'],1665420152362475521,"foxsports stop with this horrible pos product cocacolazero it's the worst tasting crap you created, just sell dietcoke"
73,['1665411486095646725'],1665411486095646725,ok dietcoke why are my cokes leaking out in the fridge? lost 6 6pk this week.
74,['1665378928276406272'],1665378928276406272,dietcoke why are all the 12 pack flat or to sweet for the last year?
75,['1665369776435216384'],1665369776435216384,"hey cocacola dietcoke - you'll want to do a quick check of your bottler that serves mesa, az. every pack (12 or 35) i've bought in the last year has had one of these -- looks like a pinhole leak that results in a loss of carbonation, resulting in a squooshed can and flat soda. "
76,['1665357477649547265'],1665357477649547265,"just for the cool of it! 
☀️ 🌊 🥤 😎 
dietcoke 
ellemacpherson "
77,['1665334537843359746'],1665334537843359746,"yesterday’s price, is not, today’s price dietcoke"
78,['1665304756531634176'],1665304756531634176,rt cuucmaster: เมื่อนายแบบควยเท่ากระป๋องโค้กถูกมัดไข่จนเป่ง แล้วเอาเชือกโยงผูกกับข้อมือสองข้างให้ดิ้นไม่หลุด เจ้านายก็จัดการลงเจลญี่ปุ่นแ…
79,['1665304728170012672'],1665304728170012672,rt cuucmaster: ท่าต่อไปสำหรับทาสนายแบบควยเท่าโค้กของผม คือนั่งเก้าอี้อากาศแล้วโดนจับรูดควย สัมผัสของควยอวบหัวบานใหญ่แน่นเต็มมือจนต้องสั่งใ…
80,['1665304715851182083'],1665304715851182083,rt cuucmaster: มาปั่นกระป๋องโค้กกันต่อครัช ทาสนายแบบของผมมันอาย ขอให้ปิดหน้าจะได้ครางดังๆได้ ผมเลยจัดการฝนหัวมันไปที แม่งร้องซี๊ดซ๊าดดิ้นพ…
81,['1665304685442666497'],1665304685442666497,rt cuucmaster: ลองจัดทาสนายแบบให้นั่งแยกขาเป็นรูปตัวเอ็ม ก่อนใช้มือลงเจลอย่างดีรูดกระป๋องโค้กจนเส้นเลือดปูด ดูเหมือนทาสผมจะทนไม่ไหวแล้ว โด…
