,edit_history_tweet_ids,id,text,withheld.copyright,withheld.country_codes,lang
16,['1651862645144801280'],1651862645144801280,"did you know that we it took just five months from getting the green light to production to the campaign being finished. an incredible achievement thanks to our partners who worked around the clock to make it happen.    

cocacola realmagic masterpiece ",,,en
17,['1651860606025355265'],1651860606025355265,cocacola mickeymaoist 😂,,,en
18,['1651859489845563393'],1651859489845563393,"rt yoshikiofficial: 飲んだ？
have you tried this?

yoshiki 


yoshiki、“リアルゴールド x/y”の合計出荷本数が2,900万本を突破!

yoshiki's ""rea…",,,en
19,['1651859430651346945'],1651859430651346945,"rt yoshikiofficial: thanx for enjoying realgoldxy !
ありがとう😛

yoshiki 



yoshiki、“リアルゴールド x/y”の合計出荷本数が2,900万本を突破!…",,,en
21,['1651858903452520452'],1651858903452520452,"rt yoshikiofficial: thanx!

yoshiki


cocacola x yoshiki 
リアルゴールドxy realgoldxy ",,,en
27,['1651857506094972929'],1651857506094972929,"rt meowowlove: coca-cola x keung to 
'irreplaceable me' 

= event reminder =

d: 29 april 2023
t: 2:00pm
l: moko shopping mall

keungto …",,,en
32,['1651847931635572736'],1651847931635572736,"low quality cans from cocacola. not expected from such a company as cocacolaco.

1. coca-cola zero sugar, inside content leaking.

2. unopened but empty coca-cola can; no visible sign of damage or leak.

both were in the fridge.

cocacola_ind
hccb_official 
worldofcocacola  ",,,en
36,['1651840876493283329'],1651840876493283329,rt winkmarie: cherry cola 🍒😜. cocacola cocacola ,,,en
41,['1651833023665512449'],1651833023665512449,queenstick_ moments_uae angham fouadabdulwahed onpassive dubai_calendar cocacola platinumlist alkhalejiya1009 جب اهوه🤫 ,,,en
42,['1651832367307423744'],1651832367307423744,"rt brandingbrains: coca-cola india invests in the food-tech platform thrive, which aims to change the way you order your meal online
_

c…",,,en
43,['1651830429526245377'],1651830429526245377,"rt austinhighsmith: what do you do during a rain shower at namaleresort? why, bougie bathrobe billiards &amp; brew with jteddygarces of cour…",,,en
44,['1651829284078510080'],1651829284078510080,rt dsosa2423: healthy thick nut 🌋💦 dltv cocacola yellove jacksonville atlanta bbc cum hooddick bilife moaner nut retweet https…,False,['ID'],en
